05/12/2026	Secretly Distribution	18	Destroyer	Kaputt	CD		2	656605134628			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	19	Destroyer	Kaputt	LP		1	656605134611			0.50	0.2268	0.2268				$17.75
05/12/2026	Secretly Distribution	20	Slowdive	Slowdive	CD		1	656605143224			0.25	0.1134	0.1134				$6.00
05/12/2026	Secretly Distribution	21	Slowdive	Slowdive	LP		2	656605143217			0.50	0.2268	0.4536				$12.50
05/12/2026	Secretly Distribution	22	Phoebe Bridgers	Stranger In The Alps	CD		2	656605144221			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	23	Mitski	Be The Cowboy	Cassette		1	656605346472			0.15	0.0680	0.0680				$6.00
05/12/2026	Secretly Distribution	24	Mitski	Be The Cowboy	CD		2	656605145020			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	25	Phoebe Bridgers	Punisher	Cassette	Fluorescent Green Cassette	2	656605373195			0.15	0.0680	0.1361				$6.00
05/12/2026	Secretly Distribution	26	Phoebe Bridgers	Punisher	CD		2	656605150024			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	27	Phoebe Bridgers	Punisher	LP		1	656605150017			0.50	0.2268	0.2268				$13.50
05/12/2026	Secretly Distribution	28	Slowdive	everything is alive	CD		3	656605153223			0.25	0.1134	0.3402				$6.00
05/12/2026	Secretly Distribution	29	Slowdive	everything is alive	LP		2	656605153216			0.50	0.2268	0.4536				$12.50
05/12/2026	Secretly Distribution	30	Bright Eyes	The People's Key	CD		2	656605159829			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	31	Toro y Moi	MAHAL	CD		2	656605160122			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	32	Toro y Moi	MAHAL	LP		1	656605160115			0.50	0.2268	0.2268				$13.50
05/12/2026	Secretly Distribution	33	Mitski	The Land Is Inhospitable and So Are We	Cassette		2	656605165080			0.15	0.0680	0.1361				$6.00
05/12/2026	Secretly Distribution	34	Mitski	The Land Is Inhospitable and So Are We	CD		2	656605165028			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	35	Mitski	The Land Is Inhospitable and So Are We	LP		1	656605165011			0.50	0.2268	0.2268				$13.00
05/12/2026	Secretly Distribution	36	Khruangbin	A LA SALA	CD		2	656605165721			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	37	Avalon Emerson & the Charm	Written into Changes	CD		5	656605166926			0.25	0.1134	0.5670				$6.00
05/12/2026	Secretly Distribution	38	Avalon Emerson & the Charm	Written into Changes	LP	Transparent Red Vinyl	5	656605166933			0.50	0.2268	1.1340				$12.50
05/12/2026	Secretly Distribution	39	Greg Mendez	Beauty Land	Cassette		1	656605167374			0.15	0.0680	0.0680				$6.00
05/12/2026	Secretly Distribution	40	Greg Mendez	Beauty Land	CD		1	656605167329			0.25	0.1134	0.1134				$6.00
05/12/2026	Secretly Distribution	41	Wednesday	Bleeds	CD		2	656605172828			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	42	Julie Byrne	The Greater Wings	CD		2	804297841625			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	43	Bullion	Affection	CD		2	804297842929			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	44	Bullion	Affection	LP		2	804297842912			0.50	0.2268	0.4536				$13.50
05/12/2026	Secretly Distribution	45	Ginger Root	SHINBANGUMI	Cassette		1	804297844374			0.15	0.0680	0.0680				$6.00
05/12/2026	Secretly Distribution	46	Ginger Root	SHINBANGUMI	CD		2	804297844329			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	47	C418	Minecraft: Alpha + Beta	2xCassette		2	804297844435			0.25	0.1134	0.2268				$12.50
05/12/2026	Secretly Distribution	48	Bon Iver	For Emma, Forever Ago	CD		2	656605211527			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	49	Bon Iver	Bon Iver, Bon Iver	CD		3	656605213521			0.25	0.1134	0.3402				$6.00
05/12/2026	Secretly Distribution	50	Bon Iver	Bon Iver	LP		1	656605213514			0.50	0.2268	0.2268				$12.50
05/12/2026	Secretly Distribution	51	Sharon Van Etten	Tramp	CD		2	656605220123			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	52	Sharon Van Etten	Tramp	LP		1	656605220116			0.50	0.2268	0.2268				$12.00
05/12/2026	Secretly Distribution	53	Unknown Mortal Orchestra	II	CD		2	656605223223			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	54	Unknown Mortal Orchestra	II (10 Year Anniversary Reissue)	2xLP	Aluminum Vinyl	2	617308056426			1.00	0.4536	0.9072				$16.75
05/12/2026	Secretly Distribution	55	Bon Iver	22, A Million	CD		2	656605230023			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	56	Bon Iver	22, A Million	LP		1	656605230016			0.50	0.2268	0.2268				$17.75
05/12/2026	Secretly Distribution	57	Bon Iver	i,i	CD		3	656605235028			0.25	0.1134	0.3402				$6.00
05/12/2026	Secretly Distribution	58	Bon Iver	i,i	LP		1	656605235011			0.50	0.2268	0.2268				$17.75
05/12/2026	Secretly Distribution	59	Bon Iver	VOLUMES: ONE (Selections From Music Concerts 2019-2023 Bon Iver 6 Piece Band)	CD		2	656605248523			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	60	The Softies	Winter Pageant	LP		2	789856106110			0.50	0.2268	0.4536				$12.50
05/12/2026	Secretly Distribution	61	The Softies	Holiday In Rhode Island	LP		2	789856111916			0.50	0.2268	0.4536				$12.50
05/12/2026	Secretly Distribution	62	Adrian Younge	Younge	CD		2	617308035759			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	63	Marietta	Summer Death	CD		1	199438000598			0.25	0.1134	0.1134				$5.00
05/12/2026	Secretly Distribution	64	Destroyer	Dan's Boogie	CD		2	673855086927			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	65	Rostam	American Stories	CD		2	617308041675			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	66	Rostam	American Stories	LP	Sumac Vinyl	1	617308034660			0.50	0.2268	0.2268				$13.00
05/12/2026	Secretly Distribution	67	Turnover	Peripheral Vision	Cassette	Green Shell Cassette	2	810097919662			0.15	0.0680	0.1361				$6.00
05/12/2026	Secretly Distribution	68	Turnover	Peripheral Vision	CD		2	811774021821			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	69	Basement	WIRED	CD		2	199438001731			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	70	MF DOOM	Operation: Doomsday	Cassette		2	826257035240			0.15	0.0680	0.1361				$10.00
05/12/2026	Secretly Distribution	71	MF DOOM	MM..FOOD (20th Anniversary Edition)	CD		2	826257040022			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	72	Yeah Yeah Yeahs	Cool It Down	CD		3	656605047027			0.25	0.1134	0.3402				$6.00
05/12/2026	Secretly Distribution	73	Yeah Yeah Yeahs	Cool It Down	LP		1	656605047010			0.50	0.2268	0.2268				$13.50
05/12/2026	Secretly Distribution	74	Hatchie	Liquorice	CD		2	656605050324			0.25	0.1134	0.2268				$6.00
05/12/2026	Secretly Distribution	75	Hatchie	Liquorice	LP		1	656605050317			0.50	0.2268	0.2268				$12.00
05/12/2026	Secretly Distribution	76	Hatchie	Liquorice	LP	Lipstick Red Vinyl	1	656605050331			0.50	0.2268	0.2268				$12.50
05/12/2026	Secretly Distribution	77	POND	The Early Years: 2008 - 2010	2xLP 180g	Mango Vinyl	1	612789326273			1.15	0.5216	0.5216				$19.25
05/12/2026	Secretly Distribution	81	Sufjan Stevens	The Age of Adz	CD		1	656605607726			0.25	0.1134	0.1134				$6.00
05/12/2026	Secretly Distribution	82	Thee Marloes	Perak	CD		2	349223017922			0.25	0.1134	0.2268				$6.00
03/04/2026	Alliance Entertainment (WebAMI)	1	Gorillaz	Mountain	LP		2		KSEX1.1	61	0.50	0.2268	0.4536	$179.16			$24.75
03/04/2026	Alliance Entertainment (WebAMI)	2	Loaded Honey	Love Made Trees	LP		3		TTYP1.1		0.50	0.2268	0.6804				$24.49
03/04/2026	Alliance Entertainment (WebAMI)	3	Stone Roses	Stone Roses	LP		2		SNYL304199.1		0.50	0.2268	0.4536				$17.82
03/04/2026	Alliance Entertainment (WebAMI)	4	Dijon	Baby	LP		5		WB728452.1		0.50	0.2268	1.1340				$24.25
03/04/2026	Alliance Entertainment (WebAMI)	5	Just Mustard	We Were Just Here Forever	LP		1		PASN179613.1		0.50	0.2268	0.2268				$18.99
03/04/2026	Alliance Entertainment (WebAMI)	6	Last Dinner Party	From The Pyre	LP		2		ISL194689.1		0.50	0.2268	0.4536				$21.75
03/04/2026	Alliance Entertainment (WebAMI)	7	Taylor Swift	The Life of a Showgirl	LP		3		RPBL207407.1		0.50	0.2268	0.6804				$27.99
03/04/2026	Alliance Entertainment (WebAMI)	8	Olivia Dean	The Art Of Loving	LP		5		ISL182769.1		0.50	0.2268	1.1340				$27.25
03/04/2026	Alliance Entertainment (WebAMI)	9	Sabrina Carpenter	Man's Best Friend	LP		1		ISL179911.1		0.50	0.2268	0.2268				$27.25
03/04/2026	Alliance Entertainment (WebAMI)	10	Blood Orange	Essex Honey	LP		2		RCA294496.1		0.50	0.2268	0.4536				$23.52
03/04/2026	Alliance Entertainment (WebAMI)	11	Billie Eilish	Hit Me Hard And Soft	LP		2		ISC172098.1		0.50	0.2268	0.4536				$27.25
03/04/2026	Alliance Entertainment (WebAMI)	12	Slowdive	Souvlaki	LP		2		SNYL288605.1		0.50	0.2268	0.4536				$19.24
03/04/2026	Alliance Entertainment (WebAMI)	13	Lady Gaga	Mayhem	LP		2		ISC169133.1		0.50	0.2268	0.4536				$33.25
03/04/2026	Alliance Entertainment (WebAMI)	14	Sabrina Carpenter	Short n' Sweet	LP		1		ISL159350.1		0.50	0.2268	0.2268				$27.80
03/04/2026	Alliance Entertainment (WebAMI)	15	Last Dinner Party	Prelude to Ecstasy	LP		1		ISL141479.1		0.50	0.2268	0.2268				$23.96
03/04/2026	Alliance Entertainment (WebAMI)	16	boygenius	the record	LP		1		ISCB003733201.1		0.50	0.2268	0.2268				$22.94
03/04/2026	Alliance Entertainment (WebAMI)	17	The Strokes	The New Abnormal	LP		2		RCA970588.1		0.50	0.2268	0.4536				$18.18
03/04/2026	Alliance Entertainment (WebAMI)	18	Harry Styles	Fine Line	LP		2		CLBI397051.1		0.50	0.2268	0.4536				$26.89
03/04/2026	Alliance Entertainment (WebAMI)	19	Tyler, The Creator	IGOR	LP		2		CLBI596522.1		0.50	0.2268	0.4536				$19.62
03/04/2026	Alliance Entertainment (WebAMI)	20	Air	Moon Safari	LP		2		RPLH666441.1		0.50	0.2268	0.4536				$20.86
03/04/2026	Alliance Entertainment (WebAMI)	21	Taylor Swift	1989	LP		2		BMCHBMRBD0500E.1		0.50	0.2268	0.4536				$19.75
03/04/2026	Alliance Entertainment (WebAMI)	22	MGMT	Oracular Spectacular	LP		2		SNYL304532.1		0.50	0.2268	0.4536				$19.62
03/04/2026	Alliance Entertainment (WebAMI)	23	MGMT	Congratulations	LP		2		SNYL304533.1		0.50	0.2268	0.4536				$25.95
03/04/2026	Alliance Entertainment (WebAMI)	24	Kodaline	In A Perfect World	LP		1		SNUK3704761.1		0.50	0.2268	0.2268				$23.99
03/04/2026	Alliance Entertainment (WebAMI)	25	The Flaming Lips	Yoshimi Battles The Pink Robots	LP		3		WB530200.1		0.50	0.2268	0.6804				$21.06
03/04/2026	Alliance Entertainment (WebAMI)	26	Kasabian	Kasabian	LP		1		IMT698857.1		0.50	0.2268	0.2268				$21.99
03/04/2026	Alliance Entertainment (WebAMI)	27	Talking Heads	Remain In Light	LP		1		RHI70802.1		0.50	0.2268	0.2268				$21.06
03/04/2026	Alliance Entertainment (WebAMI)	28	The Strokes	First Impressions Of Earth	LP		2		RCA73177.1		0.50	0.2268	0.4536				$18.90
03/04/2026	Alliance Entertainment (WebAMI)	29	The Strokes	Is This It	LP		2		RCA68045.1		0.50	0.2268	0.4536				$15.99
03/04/2026	Alliance Entertainment (WebAMI)	30	Tame Impala	Innerspeaker	CD		2		MODU126.2		0.25	0.1134	0.2268				$8.69
04/02/2026	Juno Records	1	Alex Turner	Submarine	CD Single	6-Track	2	RUG 398CD		77	0.20	0.0907	0.1814	€272.74			€4.52
04/02/2026	Juno Records	2	Oneohtrix Point Never	R Plus Seven	2xLP	Gatefold + MP3 Download	1	WARPLP 240			1.00	0.4536	0.4536				€21.18
04/02/2026	Juno Records	3	Cocteau Twins	Heaven Or Las Vegas (Remastered)	LP 180g	180 Gram Audiophile	2	CAD 3420			0.55	0.2495	0.4990				€18.52
04/02/2026	Juno Records	4	AIAIAI	AIAIAI Tracks Hi-Fi Headphones with One Button Mic	Headphones		1	AIAIAI 05601			1.20	0.5443	0.5443				€46.09
04/02/2026	Juno Records	5	Harry Styles	Harry Styles	CD		1	889854 36772			0.25	0.1134	0.1134				€8.83
04/02/2026	Juno Records	6	Zero 7	When It Falls	2xLP	Heavyweight Vinyl	1	NEW 9271LP			1.00	0.4536	0.4536				€25.63
04/02/2026	Juno Records	7	My Bloody Valentine	Loveless (Reissue)	LP	Gatefold Heavyweight + MP3 Download	1	REWIGLP 159			0.50	0.2268	0.2268				€22.18
04/02/2026	Juno Records	8	My Bloody Valentine	Loveless (Reissue)	2xCD		2	REWIGCD 159			0.45	0.2041	0.4082				€10.98
04/02/2026	Juno Records	9	Harry Styles	Harry's House	CD		1	196587 07272			0.25	0.1134	0.1134				€7.58
04/02/2026	Juno Records	10	Dijon	Absolutely	LP	Brown Vinyl	2	009362 4876687			0.50	0.2268	0.4536				€32.73
04/02/2026	Juno Records	11	Geese	3D Country	CD		1	PTPS 10CD			0.25	0.1134	0.1134				€9.69
04/02/2026	Juno Records	12	Olivia Dean	Messy	LP		2	EMIV 2093			0.50	0.2268	0.4536				€22.83
04/02/2026	Juno Records	13	Bosq/Kaleta	Meji Meji	12"		1	BAC 010			0.45	0.2041	0.2041				€12.91
04/02/2026	Juno Records	14	Air	Moon Safari (25th Anniversary Edition)	CD+Blu-ray	Limited 2xCD + Blu-ray	1	505419 7906770			0.50	0.2268	0.2268				€19.17
04/02/2026	Juno Records	15	AIAIAI	AIAIAI Tracks Headphones With One Button Mic	Headphones	B-Stock	1	AIAIAI 05601 (B-STOCK)			1.20	0.5443	0.5443				€43.93
04/02/2026	Juno Records	16	Cameron Winter	Heavy Metal	CD		1	PTPS 50CD			0.25	0.1134	0.1134				€9.69
04/02/2026	Juno Records	17	Vegyn/Air	Blue Moon Safari	CD		2	289970 6			0.25	0.1134	0.2268				€18.22
04/02/2026	Juno Records	18	Olivia Dean	The Art Of Loving	CD		5	781632 1			0.25	0.1134	0.5670				€9.26
04/02/2026	Juno Records	19	Olivia Dean	The Art Of Loving	LP		2	781633 2			0.50	0.2268	0.4536				€25.83
04/02/2026	Juno Records	20	Loaded Honey	Love Made Trees	LP	Die-Cut Sleeve	1	VET 001B			0.50	0.2268	0.2268				€20.89
04/02/2026	Juno Records	21	Geese	Getting Killed	CD		5	PTPS 60CD			0.25	0.1134	0.5670				€8.40
04/02/2026	Juno Records	22	Various Artists	Oriental Rare Groove: Rare Funky Songs From The Arabic World	2xLP		1	343112 6			1.00	0.4536	0.4536				€22.83
04/02/2026	Juno Records	23	Rosalia	Lux	CD		2	198029 90922			0.25	0.1134	0.2268				€10.55
04/02/2026	Juno Records	24	Oneohtrix Point Never	Tranquilizer	CD		1	WARPCD 411			0.25	0.1134	0.1134				€10.33
04/02/2026	Juno Records	25	Loaded Honey	Love Made Trees	LP	Transparent Orange Marbled Vinyl, Die-Cut Sleeve	1	VET 001			0.50	0.2268	0.2268				€20.89
04/02/2026	Juno Records	26	Daphni	Butterfly	CD		1	JIAOLONG 034CD			0.25	0.1134	0.1134				€9.26
04/02/2026	Juno Records	27	Robyn	Sexistential	CD		2	YO 467CD			0.25	0.1134	0.2268				€9.26
04/02/2026	Juno Records	28	Robyn	Sexistential	Cassette		1	YO 467MCE			0.15	0.0680	0.0680				€9.26
04/02/2026	Juno Records	29	Fcukers	O	LP	Spot-Varnished Sleeve (Indie Exclusive)	1	ZEN 324N			0.50	0.2268	0.2268				€19.60
04/02/2026	Juno Records	30	Fcukers	O	CD		2	ZENCD 324			0.25	0.1134	0.2268				€9.26
04/02/2026	Juno Records	31	Harry Styles	Kiss All The Time Disco Occasionally	CD		3	199584 17732			0.25	0.1134	0.3402				€11.84
04/02/2026	Juno Records	32	Harry Styles	Kiss All The Time Disco Occasionally	LP	Gatefold Neptune Vinyl + Booklet	2	199584 33991			0.50	0.2268	0.4536				€26.92
04/02/2026	Juno Records	33	Kangding Ray	Sirat (Soundtrack)	CD		1	INV 345CD			0.25	0.1134	0.1134				€10.55
04/02/2026	Juno Records	34	Avalon Emerson & The Charm	Written Into Changes	LP	Limited Translucent Red Vinyl	2	DOC 369LPC1			0.50	0.2268	0.4536				€19.60
04/02/2026	Juno Records	35	Avalon Emerson & The Charm	Written Into Changes	CD		2	DOC 369CD			0.25	0.1134	0.2268				€10.55
04/02/2026	Juno Records	36	Various Artists	Help (2)	2xLP	Gatefold + 1-Sided 7"	2	WARCHILD 16LP			1.00	0.4536	0.9072				€25.63
04/02/2026	Juno Records	37	Various Artists	Help (2)	2xCD	Unmixed	3	WARCHILD 16CD			0.45	0.2041	0.6123				€12.71
04/02/2026	Juno Records	38	James Blake	Trying Times	CD		2	870483 4653			0.25	0.1134	0.2268				€10.98
04/02/2026	Juno Records	39	James Blake	Trying Times	2xLP	Gatefold	1	870483 4592			1.00	0.4536	0.4536				€25.83
04/02/2026	Juno Records	40	James Blake	Trying Times	2xLP	Gatefold White Vinyl (Indie Exclusive)	1	870483 4639			1.00	0.4536	0.4536				€28.86
04/02/2026	Juno Records	41	Ye (Kanye West)	Bully	LP		2	YZYGAMMA 001			0.50	0.2268	0.4536				€20.89
04/02/2026	Juno Records	42	Ye (Kanye West)	Bully	CD		3	YZYGAMMA 002CD			0.25	0.1134	0.3402				€9.26
04/02/2026	Juno Records	43	Ye (Kanye West)	Bully	Cassette		2	YZYGAMMA 003			0.15	0.0680	0.1361				€10.98
04/02/2026	Juno Records	44	A$AP Rocky	Don't Be Dumb	CD		1	199584 310824CD			0.25	0.1134	0.1134				€10.98
04/02/2026	Juno Records	45	Vick Lavender	The Esthetic EP	12"	Limited	1	CAT 015			0.45	0.2041	0.2041				€12.91
04/02/2026	Juno Records	46	Maleet	Caridad	7"	Yellow Vinyl	1	PTF 010Y			0.20	0.0907	0.0907				€16.15
